"SORTR","YEAR","Level","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLID","SCHOOLNAME","CATEGORY","SUBGROUP","ACDMC_LVL_CD","TOTAL_STUDENTS_TESTED","STUDENTS_WITH_LEXILE","LEXILE_ON_OR_ABOVE_MIDPOINT","PCT_ON_OR_ABOVE_MIDPOINT","LEXILE_BELOW_GRADE_LEVEL","PCT_BELOW_GRADELEVEL","LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","LEXILE_ABOVE_GRADE_LEVEL","PCT_LEXILE_ABOVE_GRADE_LEVEL"
3,2022,"School Level","Metro RESA","644","DeKalb County","4064","Rainbow Elementary School","All Students","All Students","05","51","51",15,"29.4118",28,"54.902",8,"15.6863",6,"11.7647",9,"17.6471"
3,2022,"School Level","Metro RESA","648","Douglas County","0200","Holly Springs Elementary","All Students","All Students","05","103","103",74,"71.8447",16,"15.534",13,"12.6214",23,"22.3301",51,"49.5146"
3,2022,"School Level","Metro RESA","648","Douglas County","3052","Lithia Springs Elementary School","All Students","All Students","05","82","82",32,"39.0244",35,"42.6829",15,"18.2927",14,"17.0732",18,"21.9512"
3,2022,"School Level","Metro RESA","648","Douglas County","0112","Mason Creek Elementary School","All Students","All Students","05","73","73",42,"57.5342",15,"20.5479",16,"21.9178",14,"19.1781",28,"38.3562"
3,2022,"School Level","Northwest Georgia RESA","641","Dade County","0275","Davis Elementary School","All Students","All Students","05","37","37",27,"72.973",5,"13.5135",5,"13.5135",12,"32.4324",15,"40.5405"
3,2022,"School Level","North Georgia RESA","772","Dalton Public Schools","0105","Blue Ridge Elementary School","All Students","All Students","05","97","97",26,"26.8041",51,"52.5773",20,"20.6186",12,"12.3711",14,"14.433"
3,2022,"School Level","North Georgia RESA","772","Dalton Public Schools","1050","Brookwood Elementary School","All Students","All Students","05","107","107",56,"52.3364",25,"23.3645",26,"24.2991",12,"11.215",44,"41.1215"
3,2022,"School Level","Metro RESA","644","DeKalb County","0314","GLOBE Academy Charter School I","All Students","All Students","05","98","98",79,"80.6122",9,"9.1837",10,"10.2041",18,"18.3673",61,"62.2449"
3,2022,"School Level","Metro RESA","644","DeKalb County","3057","Hambrick Elementary School","All Students","All Students","05","68","68",31,"45.5882",26,"38.2353",11,"16.1765",11,"16.1765",20,"29.4118"
3,2022,"School Level","Metro RESA","644","DeKalb County","5057","Hawthorne Elementary School","All Students","All Students","05","52","52",25,"48.0769",17,"32.6923",10,"19.2308",8,"15.3846",17,"32.6923"
3,2022,"School Level","Griffin RESA","707","Newton County","0102","Oak Hill Elementary School","All Students","All Students","05","91","91",40,"43.956",29,"31.8681",22,"24.1758",20,"21.978",20,"21.978"
3,2022,"School Level","Griffin RESA","707","Newton County","5050","Porterdale Elementary School","All Students","All Students","05","62","62",13,"20.9677",31,"50",18,"29.0323",9,"14.5161",4,"6.4516"
3,2022,"School Level","Griffin RESA","707","Newton County","0106","Rocky Plains Elementary School","All Students","All Students","05","84","84",18,"21.4286",50,"59.5238",16,"19.0476",11,"13.0952",7,"8.3333"
3,2022,"School Level","Middle Georgia RESA","679","Jasper County","0100","Washington Park Elementary School","All Students","All Students","05","211","211",95,"45.0237",72,"34.1232",44,"20.8531",47,"22.2749",48,"22.7488"
3,2022,"School Level","First District RESA","680","Jeff Davis County","0175","Jeff Davis Elementary School","All Students","All Students","05","197","197",95,"48.2234",69,"35.0254",33,"16.7513",38,"19.2893",57,"28.934"
3,2022,"School Level","Pioneer RESA","693","Lumpkin County","2050","Lumpkin County Elementary School","All Students","All Students","05","90","90",51,"56.6667",16,"17.7778",23,"25.5556",15,"16.6667",36,"40"
3,2022,"School Level","Chattahoochee-Flint RESA","694","Macon County","0198","Macon County Elementary School","All Students","All Students","05","71","71",17,"23.9437",40,"56.338",14,"19.7183",9,"12.6761",8,"11.2676"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2052","Blanchard Elementary School","All Students","All Students","05","67","67",44,"65.6716",9,"13.4328",14,"20.8955",16,"23.8806",28,"41.791"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0192","Brewer Elementary School","All Students","All Students","05","70","70",21,"30",34,"48.5714",15,"21.4286",8,"11.4286",13,"18.5714"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","3056","Britt David Elementary Computer Magnet Academy","All Students","All Students","05","90","90",86,"95.5556",0,"0",4,"4.4444",8,"8.8889",78,"86.6667"
3,2022,"School Level","Griffin RESA","707","Newton County","0111","South Salem Elementary School","All Students","All Students","05","149","149",48,"32.2148",68,"45.6376",33,"22.1477",25,"16.7785",23,"15.4362"
3,2022,"School Level","Griffin RESA","707","Newton County","0298","West Newton Elementary School","All Students","All Students","05","103","103",50,"48.5437",35,"33.9806",18,"17.4757",23,"22.3301",27,"26.2136"
3,2022,"School Level","Northeast Georgia RESA","708","Oconee County","3050","Colham Ferry Elementary School","All Students","All Students","05","89","89",69,"77.5281",11,"12.3596",9,"10.1124",19,"21.3483",50,"56.1798"
3,2022,"School Level","Northeast Georgia RESA","708","Oconee County","0294","Dove Creek Elementary School","All Students","All Students","05","115","115",80,"69.5652",20,"17.3913",15,"13.0435",20,"17.3913",60,"52.1739"
3,2022,"School Level","Northeast Georgia RESA","779","Jefferson City","0107","Jefferson Academy","All Students","All Students","05","308","308",236,"76.6234",26,"8.4416",46,"14.9351",60,"19.4805",176,"57.1429"
3,2022,"School Level","Central Savannah River RESA","681","Jefferson County","1050","Carver Elementary School","All Students","All Students","05","23","23",7,"30.4348",14,"60.8696",2,"8.6957",4,"17.3913",3,"13.0435"
3,2022,"School Level","Northeast Georgia RESA","695","Madison County","1050","Colbert Elementary School","All Students","All Students","05","61","61",36,"59.0164",15,"24.5902",10,"16.3934",14,"22.9508",22,"36.0656"
3,2022,"School Level","Northeast Georgia RESA","695","Madison County","2050","Comer Elementary School","All Students","All Students","05","60","60",34,"56.6667",19,"31.6667",7,"11.6667",14,"23.3333",20,"33.3333"
3,2022,"School Level","Northeast Georgia RESA","695","Madison County","0195","Danielsville Elementary School","All Students","All Students","05","72","72",40,"55.5556",20,"27.7778",12,"16.6667",18,"25",22,"30.5556"
3,2022,"School Level","Northeast Georgia RESA","695","Madison County","0101","Hull-Sanford Elementary School","All Students","All Students","05","86","86",46,"53.4884",22,"25.5814",18,"20.9302",23,"26.7442",23,"26.7442"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2054","Clubview Elementary School","All Students","All Students","05","81","81",54,"66.6667",10,"12.3457",17,"20.9877",12,"14.8148",42,"51.8519"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4056","Davis Elementary School","All Students","All Students","05","46","46",10,"21.7391",25,"54.3478",11,"23.913",9,"19.5652",1,"2.1739"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","5056","Dawson Elementary School","All Students","All Students","05","48","48",7,"14.5833",25,"52.0833",16,"33.3333",4,"8.3333",3,"6.25"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","1058","Dimon Elementary","All Students","All Students","05","66","66",36,"54.5455",19,"28.7879",11,"16.6667",15,"22.7273",21,"31.8182"
3,2022,"School Level","Northeast Georgia RESA","708","Oconee County","0110","High Shoals Elementary School","All Students","All Students","05","104","104",89,"85.5769",6,"5.7692",9,"8.6538",24,"23.0769",65,"62.5"
3,2022,"School Level","Northeast Georgia RESA","708","Oconee County","0197","Malcom Bridge Elementary School","All Students","All Students","05","83","83",68,"81.9277",7,"8.4337",8,"9.6386",12,"14.4578",56,"67.4699"
3,2022,"School Level","Central Savannah River RESA","681","Jefferson County","1550","Louisville Academy","All Students","All Students","05","65","65",16,"24.6154",35,"53.8462",14,"21.5385",8,"12.3077",8,"12.3077"
3,2022,"School Level","Central Savannah River RESA","681","Jefferson County","3550","Wrens Elementary School","All Students","All Students","05","57","57",20,"35.0877",26,"45.614",11,"19.2982",9,"15.7895",11,"19.2982"
3,2022,"School Level","Northeast Georgia RESA","695","Madison County","4050","Ila Elementary School","All Students","All Students","05","74","74",35,"47.2973",22,"29.7297",17,"22.973",12,"16.2162",23,"31.0811"
3,2022,"School Level","Metro RESA","781","Marietta City","0188","A.L. Burruss Elementary School","All Students","All Students","05","66","66",38,"57.5758",17,"25.7576",11,"16.6667",13,"19.697",25,"37.8788"
3,2022,"School Level","Metro RESA","781","Marietta City","0194","Dunleith Elementary School","All Students","All Students","05","81","81",42,"51.8519",21,"25.9259",18,"22.2222",20,"24.6914",22,"27.1605"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0215","Dorothy Height Elementary School","All Students","All Students","05","76","76",22,"28.9474",37,"48.6842",17,"22.3684",14,"18.4211",8,"10.5263"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2058","Double Churches Elementary School","All Students","All Students","05","81","81",48,"59.2593",15,"18.5185",18,"22.2222",19,"23.4568",29,"35.8025"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0296","Downtown Elementary Magnet Academy","All Students","All Students","05","39","39",21,"53.8462",13,"33.3333",5,"12.8205",9,"23.0769",12,"30.7692"
3,2022,"School Level","Northeast Georgia RESA","708","Oconee County","1050","Oconee County Elementary School","All Students","All Students","05","141","141",108,"76.5957",13,"9.2199",20,"14.1844",17,"12.0567",91,"64.539"
3,2022,"School Level","Northeast Georgia RESA","708","Oconee County","0103","Rocky Branch Elementary School","All Students","All Students","05","95","95",82,"86.3158",5,"5.2632",8,"8.4211",12,"12.6316",70,"73.6842"
3,2022,"School Level","Northeast Georgia RESA","709","Oglethorpe County","0198","Oglethorpe County Elementary School","All Students","All Students","05","180","180",89,"49.4444",58,"32.2222",33,"18.3333",41,"22.7778",48,"26.6667"
3,2022,"School Level","Central Savannah River RESA","682","Jenkins County","1050","Jenkins County Elementary School","All Students","All Students","05","88","88",37,"42.0455",24,"27.2727",27,"30.6818",12,"13.6364",25,"28.4091"
3,2022,"School Level","Oconee RESA","683","Johnson County","0197","Johnson County Elementary School","All Students","All Students","05","79","79",37,"46.8354",26,"32.9114",16,"20.2532",19,"24.0506",18,"22.7848"
3,2022,"School Level","Metro RESA","781","Marietta City","3050","Hickory Hills Elementary School","All Students","All Students","05","35","35",19,"54.2857",6,"17.1429",10,"28.5714",5,"14.2857",14,"40"
3,2022,"School Level","Metro RESA","781","Marietta City","0294","Lockheed Elementary School","All Students","All Students","05","127","127",44,"34.6457",58,"45.6693",25,"19.685",23,"18.1102",21,"16.5354"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0108","Eagle Ridge Academy","All Students","All Students","05","89","89",51,"57.3034",24,"26.9663",14,"15.7303",25,"28.0899",26,"29.2135"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","3060","Forrest Road Elementary School","All Students","All Students","05","60","60",19,"31.6667",23,"38.3333",18,"30",13,"21.6667",6,"10"
3,2022,"School Level","Northwest Georgia RESA","710","Paulding County","0299","Allgood Elementary School","All Students","All Students","05","159","159",71,"44.6541",60,"37.7358",28,"17.6101",29,"18.239",42,"26.4151"
3,2022,"School Level","Northwest Georgia RESA","710","Paulding County","0103","Bessie L. Baggett Elementary","All Students","All Students","05","101","101",60,"59.4059",21,"20.7921",20,"19.802",21,"20.7921",39,"38.6139"
3,2022,"School Level","Middle Georgia RESA","684","Jones County","0199","Dames Ferry Elementary School","All Students","All Students","05","91","91",53,"58.2418",19,"20.8791",19,"20.8791",23,"25.2747",30,"32.967"
3,2022,"School Level","Middle Georgia RESA","684","Jones County","1550","Gray Elementary School","All Students","All Students","05","79","79",39,"49.3671",30,"37.9747",10,"12.6582",13,"16.4557",26,"32.9114"
3,2022,"School Level","Middle Georgia RESA","684","Jones County","0102","Mattie Wells Elementary School","All Students","All Students","05","105","105",45,"42.8571",38,"36.1905",22,"20.9524",15,"14.2857",30,"28.5714"
3,2022,"School Level","Metro RESA","781","Marietta City","0106","Marietta Center for Advanced Academics","All Students","All Students","05","102","102",94,"92.1569",3,"2.9412",5,"4.902",19,"18.6275",75,"73.5294"
3,2022,"School Level","Metro RESA","781","Marietta City","2052","Park Street Elementary School","All Students","All Students","05","73","73",25,"34.2466",36,"49.3151",12,"16.4384",10,"13.6986",15,"20.5479"
3,2022,"School Level","Metro RESA","781","Marietta City","0104","Sawyer Road Elementary School","All Students","All Students","05","99","99",42,"42.4242",37,"37.3737",20,"20.202",17,"17.1717",25,"25.2525"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0102","Fox Elementary School","All Students","All Students","05","37","37",9,"24.3243",22,"59.4595",6,"16.2162",5,"13.5135",4,"10.8108"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","5060","Gentian Elementary School","All Students","All Students","05","71","71",33,"46.4789",23,"32.3944",15,"21.1268",9,"12.6761",24,"33.8028"
3,2022,"School Level","Northwest Georgia RESA","710","Paulding County","0110","Burnt Hickory Elementary School","All Students","All Students","05","195","195",124,"63.5897",30,"15.3846",41,"21.0256",48,"24.6154",76,"38.9744"
3,2022,"School Level","Northwest Georgia RESA","710","Paulding County","0199","C. A. Roberts Elementary School","All Students","All Students","05","125","125",75,"60",22,"17.6",28,"22.4",39,"31.2",36,"28.8"
3,2022,"School Level","Middle Georgia RESA","684","Jones County","0114","Turner Woods Elementary School","All Students","All Students","05","100","100",67,"67",14,"14",19,"19",18,"18",49,"49"
3,2022,"School Level","Griffin RESA","685","Lamar County","0105","Lamar County Elementary School","All Students","All Students","05","211","211",87,"41.2322",85,"40.2844",39,"18.4834",41,"19.4313",46,"21.8009"
3,2022,"School Level","Metro RESA","781","Marietta City","5052","West Side Elementary School","All Students","All Students","05","83","83",61,"73.494",11,"13.253",11,"13.253",13,"15.6627",48,"57.8313"
3,2022,"School Level","Chattahoochee-Flint RESA","696","Marion County","0197","L. K. Moss Elementary School","All Students","All Students","05","101","101",47,"46.5347",34,"33.6634",20,"19.802",17,"16.8317",30,"29.703"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","1062","Georgetown Elementary School","All Students","All Students","05","80","80",31,"38.75",31,"38.75",18,"22.5",9,"11.25",22,"27.5"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0191","Hannan Elementary","All Students","All Students","05","78","78",43,"55.1282",25,"32.0513",10,"12.8205",15,"19.2308",28,"35.8974"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4062","Johnson Elementary School","All Students","All Students","05","49","49",21,"42.8571",19,"38.7755",9,"18.3673",12,"24.4898",9,"18.3673"
3,2022,"School Level","Northwest Georgia RESA","710","Paulding County","0304","Connie Dugan Elementary School","All Students","All Students","05","114","114",57,"50",34,"29.8246",23,"20.1754",34,"29.8246",23,"20.1754"
3,2022,"School Level","Northwest Georgia RESA","710","Paulding County","1050","Dallas Elementary School","All Students","All Students","05","86","86",28,"32.5581",39,"45.3488",19,"22.093",12,"13.9535",16,"18.6047"
3,2022,"School Level","Northwest Georgia RESA","710","Paulding County","0194","Floyd L. Shelton Elementary School at Crossroad","All Students","All Students","05","255","255",165,"64.7059",32,"12.549",58,"22.7451",64,"25.098",101,"39.6078"
3,2022,"School Level","Coastal Plains RESA","686","Lanier County","0111","Lanier County Elementary School","All Students","All Students","05","118","118",65,"55.0847",34,"28.8136",19,"16.1017",28,"23.7288",37,"31.3559"
3,2022,"School Level","Heart of Georgia RESA","687","Laurens County","0105","East Laurens Elementary School","All Students","All Students","05","179","179",79,"44.1341",65,"36.3128",35,"19.5531",30,"16.7598",49,"27.3743"
3,2022,"School Level","Central Savannah River RESA","697","McDuffie County","0191","Dearing Elementary School","All Students","All Students","05","72","72",36,"50",22,"30.5556",14,"19.4444",14,"19.4444",22,"30.5556"
3,2022,"School Level","Central Savannah River RESA","697","McDuffie County","0113","Norris Elementary School","All Students","All Students","05","188","188",73,"38.8298",71,"37.766",44,"23.4043",35,"18.617",38,"20.2128"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","2064","Key Elementary School","All Students","All Students","05","57","57",12,"21.0526",33,"57.8947",12,"21.0526",4,"7.0175",8,"14.0351"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4058","Lonnie Jackson Academy","All Students","All Students","05","65","65",18,"27.6923",39,"60",8,"12.3077",9,"13.8462",9,"13.8462"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0200","Martin Luther King, Jr. Elementary School","All Students","All Students","05","84","84",20,"23.8095",56,"66.6667",8,"9.5238",15,"17.8571",5,"5.9524"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","0309","Hilltop Elementary School","All Students","All Students","05","89","89",67,"75.2809",10,"11.236",12,"13.4831",12,"13.4831",55,"61.7978"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","3550","Kings Chapel Elementary School","All Students","All Students","05","80","80",61,"76.25",9,"11.25",10,"12.5",19,"23.75",42,"52.5"
3,2022,"School Level","Heart of Georgia RESA","687","Laurens County","0201","Northwest Laurens Elementary","All Students","All Students","05","142","142",82,"57.7465",33,"23.2394",27,"19.0141",26,"18.3099",56,"39.4366"
3,2022,"School Level","Heart of Georgia RESA","687","Laurens County","0101","Southwest Laurens Elementary","All Students","All Students","05","144","144",79,"54.8611",31,"21.5278",34,"23.6111",27,"18.75",52,"36.1111"
3,2022,"School Level","First District RESA","698","McIntosh County","0205","Todd Grant Elementary School","All Students","All Students","05","86","86",49,"56.9767",28,"32.5581",9,"10.4651",22,"25.5814",27,"31.3953"
3,2022,"School Level","West Georgia RESA","699","Meriwether County","0200","Mountain View Elementary School","All Students","All Students","05","91","91",35,"38.4615",37,"40.6593",19,"20.8791",15,"16.4835",20,"21.978"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4064","Mathews Elementary School","All Students","All Students","05","119","119",87,"73.1092",11,"9.2437",21,"17.6471",24,"20.1681",63,"52.9412"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0501","Midland Academy","All Students","All Students","05","109","109",43,"39.4495",50,"45.8716",16,"14.6789",19,"17.4312",24,"22.0183"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","0104","North Columbus Elementary","All Students","All Students","05","101","101",63,"62.3762",15,"14.8515",23,"22.7723",21,"20.7921",42,"41.5842"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","0208","Lake Joy Elementary School","All Students","All Students","05","243","243",154,"63.3745",46,"18.93",43,"17.6955",48,"19.7531",106,"43.6214"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","0117","Langston Road Elementary School","All Students","All Students","05","132","132",95,"71.9697",23,"17.4242",14,"10.6061",40,"30.303",55,"41.6667"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","4050","Lindsey Elementary School","All Students","All Students","05","36","36",13,"36.1111",20,"55.5556",3,"8.3333",8,"22.2222",5,"13.8889"
3,2022,"School Level","Southwest Georgia RESA","688","Lee County","0103","Lee County Elementary School","All Students","All Students","05","197","197",120,"60.9137",36,"18.2741",41,"20.8122",45,"22.8426",75,"38.0711"
3,2022,"School Level","Southwest Georgia RESA","688","Lee County","0393","Twin Oaks Elementary","All Students","All Students","05","260","260",161,"61.9231",55,"21.1538",44,"16.9231",50,"19.2308",111,"42.6923"
3,2022,"School Level","First District RESA","689","Liberty County","0180","Button Gwinnett Elementary School","All Students","All Students","05","88","88",42,"47.7273",22,"25",24,"27.2727",18,"20.4545",24,"27.2727"
3,2022,"School Level","West Georgia RESA","699","Meriwether County","0100","Unity Elementary School (PK-5)","All Students","All Students","05","65","65",16,"24.6154",35,"53.8462",14,"21.5385",6,"9.2308",10,"15.3846"
3,2022,"School Level","Southwest Georgia RESA","700","Miller County","0110","Miller County Elementary School","All Students","All Students","05","59","59",34,"57.6271",15,"25.4237",10,"16.9492",12,"20.339",22,"37.2881"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","1066","Reese Road Leadership Academy","All Students","All Students","05","75","75",36,"48",21,"28",18,"24",20,"26.6667",16,"21.3333"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","3066","Rigdon Road Elementary School","All Students","All Students","05","53","53",13,"24.5283",27,"50.9434",13,"24.5283",5,"9.434",8,"15.0943"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","0199","Matthew Arthur Elementary School","All Students","All Students","05","137","137",111,"81.0219",14,"10.219",12,"8.7591",30,"21.8978",81,"59.1241"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","5050","Miller Elementary School","All Students","All Students","05","92","92",37,"40.2174",43,"46.7391",12,"13.0435",17,"18.4783",20,"21.7391"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","2054","Morningside Elementary School","All Students","All Students","05","75","75",37,"49.3333",25,"33.3333",13,"17.3333",21,"28",16,"21.3333"
3,2022,"School Level","First District RESA","689","Liberty County","0196","Frank Long Elementary School","All Students","All Students","05","99","99",53,"53.5354",20,"20.202",26,"26.2626",23,"23.2323",30,"30.303"
3,2022,"School Level","First District RESA","689","Liberty County","0189","Joseph Martin Elementary School","All Students","All Students","05","106","106",54,"50.9434",34,"32.0755",18,"16.9811",19,"17.9245",35,"33.0189"
3,2022,"School Level","Southwest Georgia RESA","701","Mitchell County","0197","Mitchell County Middle School","All Students","All Students","05","96","96",35,"36.4583",39,"40.625",22,"22.9167",20,"20.8333",15,"15.625"
3,2022,"School Level","Middle Georgia RESA","702","Monroe County","0111","Katherine B. Sutton Elementary School","All Students","All Students","05","80","80",50,"62.5",14,"17.5",16,"20",17,"21.25",33,"41.25"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4066","River Road Elementary School","All Students","All Students","05","60","60",22,"36.6667",24,"40",14,"23.3333",14,"23.3333",8,"13.3333"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4067","South Columbus Elementary School","All Students","All Students","05","37","37",13,"35.1351",17,"45.9459",7,"18.9189",8,"21.6216",5,"13.5135"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","3068","St. Marys Video and Communication Technology","All Students","All Students","05","82","82",31,"37.8049",33,"40.2439",18,"21.9512",18,"21.9512",13,"15.8537"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","0191","Northside Elementary School","All Students","All Students","05","83","83",42,"50.6024",28,"33.7349",13,"15.6627",12,"14.4578",30,"36.1446"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","3052","Parkwood Elementary School","All Students","All Students","05","81","81",23,"28.3951",37,"45.679",21,"25.9259",14,"17.284",9,"11.1111"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","0175","Pearl Stephens Elementary School","All Students","All Students","05","138","138",62,"44.9275",45,"32.6087",31,"22.4638",22,"15.942",40,"28.9855"
3,2022,"School Level","First District RESA","689","Liberty County","0102","Liberty Elementary School","All Students","All Students","05","107","107",57,"53.271",31,"28.972",19,"17.757",22,"20.5607",35,"32.7103"
3,2022,"School Level","First District RESA","689","Liberty County","0183","Lyman Hall Elementary School","All Students","All Students","05","77","77",27,"35.0649",34,"44.1558",16,"20.7792",17,"22.0779",10,"12.987"
3,2022,"School Level","Middle Georgia RESA","702","Monroe County","0205","Samuel E. Hubbard Elementary School","All Students","All Students","05","99","99",69,"69.697",15,"15.1515",15,"15.1515",20,"20.202",49,"49.4949"
3,2022,"School Level","Middle Georgia RESA","702","Monroe County","0105","T.G. Scott Elementary School","All Students","All Students","05","103","103",68,"66.0194",20,"19.4175",15,"14.5631",13,"12.6214",55,"53.3981"
3,2022,"School Level","Heart of Georgia RESA","703","Montgomery County","0107","Montgomery County Elementary School","All Students","All Students","05","71","71",35,"49.2958",26,"36.6197",10,"14.0845",18,"25.3521",17,"23.9437"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","3069","Waddell Elementary School","All Students","All Students","05","60","60",31,"51.6667",14,"23.3333",15,"25",12,"20",19,"31.6667"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","5069","Wesley Heights Elementary School","All Students","All Students","05","63","63",17,"26.9841",34,"53.9683",12,"19.0476",14,"22.2222",3,"4.7619"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","0195","Quail Run Elementary School","All Students","All Students","05","91","91",66,"72.5275",15,"16.4835",10,"10.989",21,"23.0769",45,"49.4505"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","4054","Russell Elementary School","All Students","All Students","05","105","105",60,"57.1429",34,"32.381",11,"10.4762",24,"22.8571",36,"34.2857"
3,2022,"School Level","First District RESA","689","Liberty County","0194","Taylors Creek Elementary School","All Students","All Students","05","111","111",58,"52.2523",35,"31.5315",18,"16.2162",23,"20.7207",35,"31.5315"
3,2022,"School Level","First District RESA","689","Liberty County","0100","Waldo Pafford Elementary School","All Students","All Students","05","119","119",59,"49.5798",40,"33.6134",20,"16.8067",23,"19.3277",36,"30.2521"
3,2022,"School Level","Central Savannah River RESA","690","Lincoln County","0176","Lincoln County Elementary School","All Students","All Students","05","78","78",40,"51.2821",19,"24.359",19,"24.359",16,"20.5128",24,"30.7692"
3,2022,"School Level","Northeast Georgia RESA","704","Morgan County","0191","Morgan County Elementary School","All Students","All Students","05","216","216",118,"54.6296",47,"21.7593",51,"23.6111",44,"20.3704",74,"34.2593"
3,2022,"School Level","North Georgia RESA","705","Murray County","1050","Chatsworth Elementary School","All Students","All Students","05","74","74",31,"41.8919",31,"41.8919",12,"16.2162",9,"12.1622",22,"29.7297"
3,2022,"School Level","Chattahoochee-Flint RESA","706","Muscogee County","4070","Wynnton Elementary School","All Students","All Students","05","65","65",32,"49.2308",22,"33.8462",11,"16.9231",11,"16.9231",21,"32.3077"
3,2022,"School Level","Griffin RESA","707","Newton County","1050","East Newton Elementary School","All Students","All Students","05","89","89",53,"59.5506",21,"23.5955",15,"16.8539",30,"33.7079",23,"25.8427"
3,2022,"School Level","Griffin RESA","707","Newton County","0124","Fairview Elementary","All Students","All Students","05","94","94",20,"21.2766",56,"59.5745",18,"19.1489",8,"8.5106",12,"12.766"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","5054","Shirley Hills Elementary School","All Students","All Students","05","82","82",50,"60.9756",17,"20.7317",15,"18.2927",16,"19.5122",34,"41.4634"
3,2022,"School Level","Middle Georgia RESA","676","Houston County","3056","Tucker Elementary School","All Students","All Students","05","66","66",34,"51.5152",19,"28.7879",13,"19.697",10,"15.1515",24,"36.3636"
3,2022,"School Level","First District RESA","691","Long County","0289","McClelland Elementary School","All Students","All Students","05","301","301",145,"48.1728",106,"35.2159",50,"16.6113",69,"22.9236",76,"25.2492"
3,2022,"School Level","Coastal Plains RESA","692","Lowndes County","1050","Clyattville Elementary School","All Students","All Students","05","92","92",57,"61.9565",20,"21.7391",15,"16.3043",24,"26.087",33,"35.8696"
3,2022,"School Level","Coastal Plains RESA","692","Lowndes County","0100","Dewar Elementary","All Students","All Students","05","142","142",96,"67.6056",29,"20.4225",17,"11.9718",34,"23.9437",62,"43.662"
3,2022,"School Level","North Georgia RESA","705","Murray County","0195","Coker Elementary School","All Students","All Students","05","69","69",40,"57.971",14,"20.2899",15,"21.7391",15,"21.7391",25,"36.2319"
3,2022,"School Level","North Georgia RESA","705","Murray County","0198","Eton Elementary School","All Students","All Students","05","67","67",35,"52.2388",20,"29.8507",12,"17.9104",14,"20.8955",21,"31.3433"
3,2022,"School Level","North Georgia RESA","705","Murray County","5050","Northwest Elementary School","All Students","All Students","05","70","70",27,"38.5714",21,"30",22,"31.4286",10,"14.2857",17,"24.2857"
