"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP"
"2020","SCHOOL","6813550","Central Savannah River RESA","681","Jefferson County","Wrens Elementary School","3550","0","0","57","11","4","29",56.4,16.8,5
"2021","SCHOOL","6813550","Central Savannah River RESA","681","Jefferson County","Wrens Elementary School","3550","0","0","58","9","4","30",63.7,15.8,3
"2022","SCHOOL","6813550","Central Savannah River RESA","681","Jefferson County","Wrens Elementary School","3550",".2",".2","60.7","8.3","4.4","26.2",46.5,14.9,3.2
"2023","SCHOOL","6813550","Central Savannah River RESA","681","Jefferson County","Wrens Elementary School","3550",".5","0","59.9","9.2","4","26.4",55.5,16.7,4
"2024","SCHOOL","6813550","Central Savannah River RESA","681","Jefferson County","Wrens Elementary School","3550",".3","0","58.6","7.9","3.6","29.7",80.9,14.8,3.3
"2025","SCHOOL","6813550","Central Savannah River RESA","681","Jefferson County","Wrens Elementary School","3550","0","0","60.4","7","5.2","27.3",78.5,17.4,3.9
"2018","DISTRICT","682","Central Savannah River RESA","682","Jenkins County","Jenkins County","682","0","0","53","7","2","37",55.4,10,5
"2019","DISTRICT","682","Central Savannah River RESA","682","Jenkins County","Jenkins County","682","0.0","0.0","53.0","7.0","2.0","37.0",55.4,10,5
"2020","DISTRICT","682","Central Savannah River RESA","682","Jenkins County","Jenkins County","682","0.0","0.0","52.0","8.0","3.0","37.0",52.6,10.2,4
"2021","DISTRICT","682","Central Savannah River RESA","682","Jenkins County","Jenkins County","682","0","0","52","7","3","38",54,10.9,4
"2022","DISTRICT","682","Central Savannah River RESA","682","Jenkins County","Jenkins County","682",".1","0","50.4","8.9","3.4","37.1",43.3,12.6,5.3
"2023","DISTRICT","682","Central Savannah River RESA","682","Jenkins County","Jenkins County","682",".1","0","50.2","8.1","3.8","37.8",50.6,14.9,4.4
"2024","DISTRICT","682","Central Savannah River RESA","682","Jenkins County","Jenkins County","682",".2","0","48.9","8.6","3.3","38.9",75.2,15.3,4.3
"2025","DISTRICT","682","Central Savannah River RESA","682","Jenkins County","Jenkins County","682","1",".6","46.4","7.1","3.5","41.3",71.5,12,3.6
"2018","SCHOOL","6820101","Central Savannah River RESA","682","Jenkins County","Jenkins County Middle School","0101","0","0","52","4","2","42",48.3,6,2
"2019","SCHOOL","6820101","Central Savannah River RESA","682","Jenkins County","Jenkins County Middle School","0101","0","0","53","7","2","39",54.8,8,3
"2020","SCHOOL","6820101","Central Savannah River RESA","682","Jenkins County","Jenkins County Middle School","0101","1","0","56","8","1","34",52.2,9.4,3
"2021","SCHOOL","6820101","Central Savannah River RESA","682","Jenkins County","Jenkins County Middle School","0101","1","0","53","9","3","34",55.8,11.5,4
"2022","SCHOOL","6820101","Central Savannah River RESA","682","Jenkins County","Jenkins County Middle School","0101",".4","0","53","11.3","2.6","32.7",44.4,13.2,8.3
"2023","SCHOOL","6820101","Central Savannah River RESA","682","Jenkins County","Jenkins County Middle School","0101","0","0","46.9","9","5.1","39",51.6,14.1,6.1
"2024","SCHOOL","6820101","Central Savannah River RESA","682","Jenkins County","Jenkins County Middle School","0101","0","0","45.5","9.4","3.2","41.9",76.4,13.7,5.1
"2025","SCHOOL","6820101","Central Savannah River RESA","682","Jenkins County","Jenkins County Middle School","0101",".4","0","46","9.1","4.2","40.4",72.3,16.1,5.6
"2018","SCHOOL","6820201","Central Savannah River RESA","682","Jenkins County","Jenkins County High School","0201","0","0","52","5","2","40",46,9,0
"2019","SCHOOL","6820201","Central Savannah River RESA","682","Jenkins County","Jenkins County High School","0201","0","0","58","3","2","37",44.6,10,0
"2020","SCHOOL","6820201","Central Savannah River RESA","682","Jenkins County","Jenkins County High School","0201","0","0","55","4","3","39",41.2,9.2,0
"2021","SCHOOL","6820201","Central Savannah River RESA","682","Jenkins County","Jenkins County High School","0201","0","0","54","3","2","40",38.7,8.6,0
"2022","SCHOOL","6820201","Central Savannah River RESA","682","Jenkins County","Jenkins County High School","0201","0","0","53.4","5.2","2.1","39.3",33.9,7.6,0.3
"2023","SCHOOL","6820201","Central Savannah River RESA","682","Jenkins County","Jenkins County High School","0201","0","0","55.4","6","1.5","37",41.7,10.8,1.2
"2024","SCHOOL","6820201","Central Savannah River RESA","682","Jenkins County","Jenkins County High School","0201","0","0","52","8.4","1.4","38.2",69.2,12.4,2.3
"2025","SCHOOL","6820201","Central Savannah River RESA","682","Jenkins County","Jenkins County High School","0201","0","0","47.6","9.4","2.4","40.6",64.7,13.6,2.4
"2025","SCHOOL","6820202","Central Savannah River RESA","682","Jenkins County","Virtual Preparatory Academy of GA @ Jenkins","0202","2.1","1.3","47.4","4.3","2.2","42.7",75.3,7.1,2.1
"2018","SCHOOL","6821050","Central Savannah River RESA","682","Jenkins County","Jenkins County Elementary School","1050","0","0","51","9","3","37",63,11,9
"2019","SCHOOL","6821050","Central Savannah River RESA","682","Jenkins County","Jenkins County Elementary School","1050","0","0","51","10","3","36",62,12,9
"2020","SCHOOL","6821050","Central Savannah River RESA","682","Jenkins County","Jenkins County Elementary School","1050","0","0","49","10","3","38",59.3,11.2,6
"2021","SCHOOL","6821050","Central Savannah River RESA","682","Jenkins County","Jenkins County Elementary School","1050","0","0","49","8","4","38",61.9,12,6
"2022","SCHOOL","6821050","Central Savannah River RESA","682","Jenkins County","Jenkins County Elementary School","1050","0","0","47.5","10","4.6","37.9",48.4,15.3,6.8
"2023","SCHOOL","6821050","Central Savannah River RESA","682","Jenkins County","Jenkins County Elementary School","1050",".2","0","48.6","8.9","4.6","37.7",55.8,17.8,5.4
"2024","SCHOOL","6821050","Central Savannah River RESA","682","Jenkins County","Jenkins County Elementary School","1050",".4","0","48.7","8.4","4.6","37.9",78.5,17.9,5.1
"2025","SCHOOL","6821050","Central Savannah River RESA","682","Jenkins County","Jenkins County Elementary School","1050",".2","0","44.3","9.5","6.1","39.9",70.7,17.4,5.9
"2018","DISTRICT","683","Oconee RESA","683","Johnson County","Johnson County","683","0","0","41","3","2","53",48.1,13,0
"2019","DISTRICT","683","Oconee RESA","683","Johnson County","Johnson County","683","0.0","0.0","41.0","3.0","2.0","53.0",48.1,13,0
"2020","DISTRICT","683","Oconee RESA","683","Johnson County","Johnson County","683","0.0","0.0","40.0","4.0","3.0","53.0",50,12.8,0
"2021","DISTRICT","683","Oconee RESA","683","Johnson County","Johnson County","683","0","0","40","4","3","53",52.3,13.3,0
"2022","DISTRICT","683","Oconee RESA","683","Johnson County","Johnson County","683","0","0","40.7","4.5","2.6","52.1",45.6,13.2,0.2
"2023","DISTRICT","683","Oconee RESA","683","Johnson County","Johnson County","683","0","0","39.5","4.5","3.8","52.2",49.4,14.5,0.4
"2024","DISTRICT","683","Oconee RESA","683","Johnson County","Johnson County","683","0","0","39.6","4.4","4.5","51.5",75.1,14.9,0.5
"2025","DISTRICT","683","Oconee RESA","683","Johnson County","Johnson County","683",".1","0","40.8","3.7","3.7","51.7",68,15.8,0.1
"2018","SCHOOL","6830101","Oconee RESA","683","Johnson County","Johnson County Middle School","0101","0","0","44","3","1","50",49.6,15,0
"2019","SCHOOL","6830101","Oconee RESA","683","Johnson County","Johnson County Middle School","0101","0","0","41","3","1","54",49.3,15,0
"2020","SCHOOL","6830101","Oconee RESA","683","Johnson County","Johnson County Middle School","0101","0","0","45","4","3","48",55,16.2,0
"2021","SCHOOL","6830101","Oconee RESA","683","Johnson County","Johnson County Middle School","0101","0","0","43","3","4","49",58.3,15.2,0
"2022","SCHOOL","6830101","Oconee RESA","683","Johnson County","Johnson County Middle School","0101","0","0","40.2","3.8","4.2","51.9",48.7,16.7,0
"2023","SCHOOL","6830101","Oconee RESA","683","Johnson County","Johnson County Middle School","0101","0","0","34.9","4.8","4.4","56",49.2,15.1,0.4
"2024","SCHOOL","6830101","Oconee RESA","683","Johnson County","Johnson County Middle School","0101","0","0","33.5","5.5","5.5","55.5",72.5,15.4,0.4
"2025","SCHOOL","6830101","Oconee RESA","683","Johnson County","Johnson County Middle School","0101","0","0","38.6","3.9","2.6","54.9",70,17.2,0
"2018","SCHOOL","6830197","Oconee RESA","683","Johnson County","Johnson County Elementary School","0197","0","0","42","5","3","50",56.5,10,0
"2019","SCHOOL","6830197","Oconee RESA","683","Johnson County","Johnson County Elementary School","0197","0","0","41","4","3","52",55.4,11,0
"2020","SCHOOL","6830197","Oconee RESA","683","Johnson County","Johnson County Elementary School","0197","0","0","39","5","3","53",54.5,10.9,0
"2021","SCHOOL","6830197","Oconee RESA","683","Johnson County","Johnson County Elementary School","0197","0","0","39","6","2","52",56.7,12,0
"2022","SCHOOL","6830197","Oconee RESA","683","Johnson County","Johnson County Elementary School","0197","0","0","40.7","5.5","3.1","50.7",50.3,12.1,0.4
"2023","SCHOOL","6830197","Oconee RESA","683","Johnson County","Johnson County Elementary School","0197","0","0","38.6","5.4","4.8","51.2",55.7,13,0.7
"2024","SCHOOL","6830197","Oconee RESA","683","Johnson County","Johnson County Elementary School","0197","0","0","40.6","4.8","5.2","49.3",79.8,14.5,0.8
"2025","SCHOOL","6830197","Oconee RESA","683","Johnson County","Johnson County Elementary School","0197",".2","0","41.6","3.6","4.4","50.3",70.5,14.1,0.2
"2018","SCHOOL","6830201","Oconee RESA","683","Johnson County","Johnson County High School","0201","1","0","40","4","2","53",42.4,14,0
"2019","SCHOOL","6830201","Oconee RESA","683","Johnson County","Johnson County High School","0201","1","0","42","3","2","52",38,14,0
"2020","SCHOOL","6830201","Oconee RESA","683","Johnson County","Johnson County High School","0201","1","0","37","3","2","58",40.1,12.8,0
"2021","SCHOOL","6830201","Oconee RESA","683","Johnson County","Johnson County High School","0201","1","0","38","3","2","57",42.6,13.7,0
"2022","SCHOOL","6830201","Oconee RESA","683","Johnson County","Johnson County High School","0201","0","0","41.1","3.7",".9","54.3",37,12,0
"2023","SCHOOL","6830201","Oconee RESA","683","Johnson County","Johnson County High School","0201","0","0","44.5","2.8","1.9","50.8",40.9,16.3,0
"2024","SCHOOL","6830201","Oconee RESA","683","Johnson County","Johnson County High School","0201","0","0","42.9","2.9","2.6","51.6",69.9,15.2,0
"2025","SCHOOL","6830201","Oconee RESA","683","Johnson County","Johnson County High School","0201","0","0","41.3","3.9","3.3","51.5",62.8,17.4,0
"2018","DISTRICT","684","Middle Georgia RESA","684","Jones County","Jones County","684","0","0","25","1","3","69",27.2,15,0
"2019","DISTRICT","684","Middle Georgia RESA","684","Jones County","Jones County","684","0.0","0.0","25.0","1.0","3.0","69.0",27.2,15,0
"2020","DISTRICT","684","Middle Georgia RESA","684","Jones County","Jones County","684","0.0","0.0","25.0","2.0","4.0","69.0",25.5,14.7,1
"2021","DISTRICT","684","Middle Georgia RESA","684","Jones County","Jones County","684","0","0","26","2","4","68",28.9,14.9,1
"2022","DISTRICT","684","Middle Georgia RESA","684","Jones County","Jones County","684",".4",".1","25.9","2.3","4.1","67.1",24.1,17.6,0.5
"2023","DISTRICT","684","Middle Georgia RESA","684","Jones County","Jones County","684",".3",".2","26.1","2.9","4.2","66.3",29,18.3,0.6
"2024","DISTRICT","684","Middle Georgia RESA","684","Jones County","Jones County","684",".4",".1","26.8","3.1","4.7","64.8",55.7,18.5,0.6
"2025","DISTRICT","684","Middle Georgia RESA","684","Jones County","Jones County","684",".5",".1","27.7","3.2","4.9","63.6",48.8,19.3,0.8
"2018","SCHOOL","6840101","Middle Georgia RESA","684","Jones County","Clifton Ridge Middle School","0101","0","0","39","1","2","57",35,17,0
"2019","SCHOOL","6840101","Middle Georgia RESA","684","Jones County","Clifton Ridge Middle School","0101","0","0","35","1","4","60",32.3,19,0
"2020","SCHOOL","6840101","Middle Georgia RESA","684","Jones County","Clifton Ridge Middle School","0101","0","0","35","1","5","58",33.6,20.5,0
"2021","SCHOOL","6840101","Middle Georgia RESA","684","Jones County","Clifton Ridge Middle School","0101","1","0","36","2","5","56",36.9,23.8,1
"2022","SCHOOL","6840101","Middle Georgia RESA","684","Jones County","Clifton Ridge Middle School","0101",".5","0","38.5","3","3.9","54.1",33.6,23.4,0.7
"2023","SCHOOL","6840101","Middle Georgia RESA","684","Jones County","Clifton Ridge Middle School","0101",".5",".2","37","3.7","5.3","53.3",37.5,20.7,0.7
"2024","SCHOOL","6840101","Middle Georgia RESA","684","Jones County","Clifton Ridge Middle School","0101",".2",".4","34.4","4.3","5.4","55.3",66.8,19.5,1.4
"2025","SCHOOL","6840101","Middle Georgia RESA","684","Jones County","Clifton Ridge Middle School","0101",".2",".2","35.5","4","5.1","55",55.8,20,1.3
"2018","SCHOOL","6840102","Middle Georgia RESA","684","Jones County","Mattie Wells Elementary School","0102","0","0","35","1","4","59",46.3,16,0
"2019","SCHOOL","6840102","Middle Georgia RESA","684","Jones County","Wells Elementary School","0102","0","0","37","1","4","58",46.8,17,0
"2020","SCHOOL","6840102","Middle Georgia RESA","684","Jones County","Mattie Wells Elementary School","0102","1","0","39","1","4","56",47.3,13.5,1
"2021","SCHOOL","6840102","Middle Georgia RESA","684","Jones County","Mattie Wells Elementary School","0102","0","0","39","1","5","54",54,12.6,1
"2022","SCHOOL","6840102","Middle Georgia RESA","684","Jones County","Mattie Wells Elementary School","0102",".3","0","39.4","3.1","5.5","51.8",43.6,19.3,0.9
"2023","SCHOOL","6840102","Middle Georgia RESA","684","Jones County","Mattie Wells Elementary School","0102","0",".4","38","5.4","6.4","49.8",53.7,21.4,1.8
"2024","SCHOOL","6840102","Middle Georgia RESA","684","Jones County","Mattie Wells Elementary School","0102","0","0","43","4.7","6.6","45.7",79.8,21.4,0.7
"2025","SCHOOL","6840102","Middle Georgia RESA","684","Jones County","Mattie Wells Elementary School","0102",".5","0","45.6","3.4","6.4","44.2",69.7,21.3,0.8
"2018","SCHOOL","6840106","Middle Georgia RESA","684","Jones County","Gray Station Middle School","0106","0","0","15","2","3","79",19.6,14,0
"2019","SCHOOL","6840106","Middle Georgia RESA","684","Jones County","Gray Station Middle School","0106","0","0","21","2","3","74",20.9,14,0
"2020","SCHOOL","6840106","Middle Georgia RESA","684","Jones County","Gray Station Middle School","0106","0","0","22","2","4","72",19,14.6,1
"2021","SCHOOL","6840106","Middle Georgia RESA","684","Jones County","Gray Station Middle School","0106","1","0","22","2","5","71",22.8,13.9,1
"2022","SCHOOL","6840106","Middle Georgia RESA","684","Jones County","Gray Station Middle School","0106",".6",".1","20.2","2.1","4.6","72.4",19.6,15.2,0.6
"2023","SCHOOL","6840106","Middle Georgia RESA","684","Jones County","Gray Station Middle School","0106",".6","0","19","2.3","4.4","73.7",25.3,16.1,0.9
"2024","SCHOOL","6840106","Middle Georgia RESA","684","Jones County","Gray Station Middle School","0106",".7",".1","18.2","3","4.6","73.3",50.4,17.2,0.6
"2025","SCHOOL","6840106","Middle Georgia RESA","684","Jones County","Gray Station Middle School","0106",".8",".2","18.9","3.4","4.2","72.5",43.5,18,1.1
"2018","SCHOOL","6840114","Middle Georgia RESA","684","Jones County","Turner Woods Elementary School","0114","1","0","13","2","3","82",27,10,0
"2019","SCHOOL","6840114","Middle Georgia RESA","684","Jones County","Turner Woods Elementary School","0114","1","0","12","3","3","82",25.7,13,0
"2020","SCHOOL","6840114","Middle Georgia RESA","684","Jones County","Turner Woods Elementary School","0114","1","0","12","3","3","81",25.4,12,1
"2021","SCHOOL","6840114","Middle Georgia RESA","684","Jones County","Turner Woods Elementary School","0114","0","0","12","2","4","82",23.6,10.4,1
"2022","SCHOOL","6840114","Middle Georgia RESA","684","Jones County","Turner Woods Elementary School","0114",".5","0","13","2.6","3.9","80",20.1,13.9,0.5
"2023","SCHOOL","6840114","Middle Georgia RESA","684","Jones County","Turner Woods Elementary School","0114",".2",".3","13.8","3.7","3.5","78.5",26.5,15.9,0.3
"2024","SCHOOL","6840114","Middle Georgia RESA","684","Jones County","Turner Woods Elementary School","0114",".4",".2","14.2","3.5","3.9","77.9",50.7,16.7,0.6
"2025","SCHOOL","6840114","Middle Georgia RESA","684","Jones County","Turner Woods Elementary School","0114",".5",".2","15.2","3.1","3.8","77.2",42,17,0.4
"2018","SCHOOL","6840192","Middle Georgia RESA","684","Jones County","Jones County High School","0192","1","0","28","2","2","68",23.6,13,1
"2019","SCHOOL","6840192","Middle Georgia RESA","684","Jones County","Jones County High School","0192","0","0","26","2","3","69",20,14,0
"2020","SCHOOL","6840192","Middle Georgia RESA","684","Jones County","Jones County High School","0192","0","0","26","1","3","70",17.9,13.7,0
"2021","SCHOOL","6840192","Middle Georgia RESA","684","Jones County","Jones County High School","0192","0","0","28","1","3","68",21.6,13.8,0
"2022","SCHOOL","6840192","Middle Georgia RESA","684","Jones County","Jones County High School","0192",".2","0","27.2","1.8","3.5","67.3",16.8,15.4,0.3
"2023","SCHOOL","6840192","Middle Georgia RESA","684","Jones County","Jones County High School","0192",".2",".1","28.2","2","3.5","66",20.5,16.2,0.2
"2024","SCHOOL","6840192","Middle Georgia RESA","684","Jones County","Jones County High School","0192",".3",".1","28.9","2.5","4.4","63.7",48.4,16.3,0.4
"2025","SCHOOL","6840192","Middle Georgia RESA","684","Jones County","Jones County High School","0192",".4",".2","30.3","2.9","4.5","61.7",43.8,17.4,0.8
"2018","SCHOOL","6840199","Middle Georgia RESA","684","Jones County","Dames Ferry Elementary School","0199","2","0","15","3","4","77",24.4,15,1
"2019","SCHOOL","6840199","Middle Georgia RESA","684","Jones County","Dames Ferry Elementary School","0199","1","0","15","2","4","79",24.7,13,0
"2020","SCHOOL","6840199","Middle Georgia RESA","684","Jones County","Dames Ferry Elementary School","0199","1","0","13","2","5","79",22.1,15.4,1
"2021","SCHOOL","6840199","Middle Georgia RESA","684","Jones County","Dames Ferry Elementary School","0199","1","0","13","3","4","79",26.3,17.4,0
"2022","SCHOOL","6840199","Middle Georgia RESA","684","Jones County","Dames Ferry Elementary School","0199",".7",".5","13","2.5","4.2","79",21.3,20.1,0.4
"2023","SCHOOL","6840199","Middle Georgia RESA","684","Jones County","Dames Ferry Elementary School","0199",".4",".2","15.4","3.2","2.5","78.4",22.4,20.5,0.4
"2024","SCHOOL","6840199","Middle Georgia RESA","684","Jones County","Dames Ferry Elementary School","0199",".4",".2","15.5","2.5","3.2","78.2",48.5,22,0.7
"2025","SCHOOL","6840199","Middle Georgia RESA","684","Jones County","Dames Ferry Elementary School","0199",".5",".2","13.5","3.5","5.3","77",45,22.8,0.7
"2018","SCHOOL","6841550","Middle Georgia RESA","684","Jones County","Gray Elementary School","1550","1","0","31","2","6","61",32.8,13,1
"2019","SCHOOL","6841550","Middle Georgia RESA","684","Jones County","Gray Elementary School","1550","1","0","29","1","6","63",31.6,14,1
"2020","SCHOOL","6841550","Middle Georgia RESA","684","Jones County","Gray Elementary School","1550","1","0","28","2","6","63",28.7,15.5,1
"2021","SCHOOL","6841550","Middle Georgia RESA","684","Jones County","Gray Elementary School","1550","1","0","27","2","5","66",33.1,15.1,0
"2022","SCHOOL","6841550","Middle Georgia RESA","684","Jones County","Gray Elementary School","1550",".6",".4","28.6","2.4","4.2","63.8",30.9,20.9,0.6
"2023","SCHOOL","6841550","Middle Georgia RESA","684","Jones County","Gray Elementary School","1550",".6",".4","28.8","2.2","5","63",36.6,22.7,0.4
"2024","SCHOOL","6841550","Middle Georgia RESA","684","Jones County","Gray Elementary School","1550",".6","0","30.9","2.3","5.8","60.5",61.7,20.8,0.4
"2025","SCHOOL","6841550","Middle Georgia RESA","684","Jones County","Gray Elementary School","1550",".6","0","30.4","2.3","6.2","60.4",55.2,23.2,0.9
"2018","DISTRICT","685","Griffin RESA","685","Lamar County","Lamar County","685","1","0","32","3","5","59",36.6,11,1
"2019","DISTRICT","685","Griffin RESA","685","Lamar County","Lamar County","685","1.0","0.0","32.0","3.0","5.0","59.0",36.6,11,1
"2020","DISTRICT","685","Griffin RESA","685","Lamar County","Lamar County","685","1.0","0.0","31.0","3.0","5.0","60.0",36.3,12.2,1
"2021","DISTRICT","685","Griffin RESA","685","Lamar County","Lamar County","685","1","0","30","3","5","61",40.1,12.1,1
"2022","DISTRICT","685","Griffin RESA","685","Lamar County","Lamar County","685",".4",".1","30","4.2","5.8","59.6",32.6,11.7,1.7
"2023","DISTRICT","685","Griffin RESA","685","Lamar County","Lamar County","685",".4",".1","31","4.8","5.9","57.8",37.2,11.4,2
"2024","DISTRICT","685","Griffin RESA","685","Lamar County","Lamar County","685",".6",".1","31.7","5","5.8","56.8",65.6,11.6,2.2
"2025","DISTRICT","685","Griffin RESA","685","Lamar County","Lamar County","685",".5","0","30.4","5.3","5.9","57.9",58.3,11.1,2.2
"2018","SCHOOL","6850105","Griffin RESA","685","Lamar County","Lamar County Elementary School","0105","0","0","35","3","5","57",43.2,12,1
"2019","SCHOOL","6850105","Griffin RESA","685","Lamar County","Lamar County Elementary School","0105","0","0","35","3","6","57",42,11,0
"2020","SCHOOL","6850105","Griffin RESA","685","Lamar County","Lamar County Elementary School","0105","0","0","33","1","6","59",41.4,11.1,0
"2021","SCHOOL","6850105","Griffin RESA","685","Lamar County","Lamar County Elementary School","0105","1","0","30","2","6","61",46.2,13.1,1
"2022","SCHOOL","6850105","Griffin RESA","685","Lamar County","Lamar County Elementary School","0105",".6","0","30.1","4.1","5.4","59.7",35.7,15.2,3
"2023","SCHOOL","6850105","Griffin RESA","685","Lamar County","Lamar County Elementary School","0105",".5","0","30.6","5.5","6.5","57",41,13.5,3
"2024","SCHOOL","6850105","Griffin RESA","685","Lamar County","Lamar County Elementary School","0105",".3",".1","30.8","5.1","5.7","58",69.1,11.4,2.7
"2025","SCHOOL","6850105","Griffin RESA","685","Lamar County","Lamar County Elementary School","0105",".6","0","28.4","5.9","6.5","58.6",63,12.7,2.3
"2018","SCHOOL","6850175","Griffin RESA","685","Lamar County","Lamar County High School","0175","1","0","32","3","2","61",25.8,12,1
"2019","SCHOOL","6850175","Griffin RESA","685","Lamar County","Lamar County High School","0175","1","0","33","3","3","60",27.3,11,1
"2020","SCHOOL","6850175","Griffin RESA","685","Lamar County","Lamar County High School","0175","1","0","29","4","4","62",27.2,12.8,1
"2021","SCHOOL","6850175","Griffin RESA","685","Lamar County","Lamar County High School","0175","0","0","28","4","4","63",31.3,13,0
"2022","SCHOOL","6850175","Griffin RESA","685","Lamar County","Lamar County High School","0175",".2",".1","29.4","4.1","5.7","60.4",24.2,11.9,0.7
"2023","SCHOOL","6850175","Griffin RESA","685","Lamar County","Lamar County High School","0175",".2",".1","30.8","4.9","5.5","58.5",27.8,12.1,0.9
"2024","SCHOOL","6850175","Griffin RESA","685","Lamar County","Lamar County High School","0175",".7","0","31.6","5.2","5.8","56.7",55.8,11.5,1.2
"2025","SCHOOL","6850175","Griffin RESA","685","Lamar County","Lamar County High School","0175",".3","0","33.8","4.9","5.1","55.8",49.5,8.7,1.5
"2018","SCHOOL","6850199","Griffin RESA","685","Lamar County","Lamar County Middle School","0199","0","0","30","3","4","62",38.5,14,1
"2019","SCHOOL","6850199","Griffin RESA","685","Lamar County","Lamar County Middle School","0199","0","0","30","4","6","60",33.7,14,1
"2020","SCHOOL","6850199","Griffin RESA","685","Lamar County","Lamar County Middle School","0199","0","0","29","4","7","59",33.1,14.8,1
"2021","SCHOOL","6850199","Griffin RESA","685","Lamar County","Lamar County Middle School","0199","1","0","32","4","6","57",39.7,13.7,1
"2022","SCHOOL","6850199","Griffin RESA","685","Lamar County","Lamar County Middle School","0199",".4","0","34.5","3.7","5.2","56.2",34.6,12.9,1.8
"2023","SCHOOL","6850199","Griffin RESA","685","Lamar County","Lamar County Middle School","0199",".6","0","34.4","3.4","5.2","56.6",38.8,11.7,2.2
"2024","SCHOOL","6850199","Griffin RESA","685","Lamar County","Lamar County Middle School","0199",".6",".1","33.4","3.9","4.8","57.2",65,13.8,3
"2025","SCHOOL","6850199","Griffin RESA","685","Lamar County","Lamar County Middle School","0199",".4","0","30.4","5.3","4.6","59.2",58,14.6,3.2
"2018","SCHOOL","6850205","Griffin RESA","685","Lamar County","Lamar County Primary School","0205","1","0","33","2","6","59",43.9,10,1
"2019","SCHOOL","6850205","Griffin RESA","685","Lamar County","Lamar County Primary School","0205","1","0","32","2","6","59",45.9,9,1
"2020","SCHOOL","6850205","Griffin RESA","685","Lamar County","Lamar County Primary School","0205","1","0","32","4","6","57",46.8,9.8,2
"2021","SCHOOL","6850205","Griffin RESA","685","Lamar County","Lamar County Primary School","0205","1","0","30","3","6","60",46.5,8,1
"2022","SCHOOL","6850205","Griffin RESA","685","Lamar County","Lamar County Primary School","0205",".3",".1","26","4.9","6.8","61.8",38.7,6.8,1.7
"2023","SCHOOL","6850205","Griffin RESA","685","Lamar County","Lamar County Primary School","0205",".4",".1","28.4","5.5","6.7","58.9",43.9,8.3,2.1
"2024","SCHOOL","6850205","Griffin RESA","685","Lamar County","Lamar County Primary School","0205",".7",".1","31.1","5.9","6.8","55.3",74.8,9.9,2.1
"2025","SCHOOL","6850205","Griffin RESA","685","Lamar County","Lamar County Primary School","0205",".6",".1","27.9","5.3","7.4","58.6",65.4,9.1,1.9
"2018","DISTRICT","686","Coastal Plains RESA","686","Lanier County","Lanier County","686","1","0","26","7","4","62",41.3,12,2
"2019","DISTRICT","686","Coastal Plains RESA","686","Lanier County","Lanier County","686","1.0","0.0","26.0","7.0","4.0","62.0",41.3,12,2
"2020","DISTRICT","686","Coastal Plains RESA","686","Lanier County","Lanier County","686","1.0","0.0","27.0","7.0","4.0","61.0",40.6,13.5,2
"2021","DISTRICT","686","Coastal Plains RESA","686","Lanier County","Lanier County","686","1","0","25","8","5","61",43.5,13.6,2
"2022","DISTRICT","686","Coastal Plains RESA","686","Lanier County","Lanier County","686","1",".3","27.4","8.5","5.4","57.5",39.8,14.2,2.9
"2023","DISTRICT","686","Coastal Plains RESA","686","Lanier County","Lanier County","686","1.1",".2","27.6","9.1","4.5","57.6",43.2,15.2,3
"2024","DISTRICT","686","Coastal Plains RESA","686","Lanier County","Lanier County","686",".9",".2","27.4","10","5.8","55.7",64.3,15.9,3.7
"2025","DISTRICT","686","Coastal Plains RESA","686","Lanier County","Lanier County","686","1",".4","25.2","10.6","6.7","56.1",60.7,15.7,3.3
"2018","SCHOOL","6860101","Coastal Plains RESA","686","Lanier County","Lanier County Middle School","0101","0","0","30","6","2","61",44.4,14,3
"2019","SCHOOL","6860101","Coastal Plains RESA","686","Lanier County","Lanier County Middle School","0101","1","0","28","7","3","61",44.8,15,3
"2020","SCHOOL","6860101","Coastal Plains RESA","686","Lanier County","Lanier County Middle School","0101","2","1","30","6","5","57",41.6,15.5,2
"2021","SCHOOL","6860101","Coastal Plains RESA","686","Lanier County","Lanier County Middle School","0101","1","0","27","8","5","58",41.8,16.1,2
"2022","SCHOOL","6860101","Coastal Plains RESA","686","Lanier County","Lanier County Middle School","0101","1.3",".8","28.2","9.4","4.8","55.5",37.6,17.1,2.7
"2023","SCHOOL","6860101","Coastal Plains RESA","686","Lanier County","Lanier County Middle School","0101",".4",".2","29.3","8.4","4.4","57.1",40.4,17.6,2.9
"2024","SCHOOL","6860101","Coastal Plains RESA","686","Lanier County","Lanier County Middle School","0101","1.2",".2","28","9.1","4.7","56.8",66,18.4,2.7
"2025","SCHOOL","6860101","Coastal Plains RESA","686","Lanier County","Lanier County Middle School","0101","1.4",".6","25.8","9.1","6.4","56.8",59.3,14.1,2.5
"2018","SCHOOL","6860111","Coastal Plains RESA","686","Lanier County","Lanier County Elementary School","0111","1","0","26","7","4","62",44.2,13,3
"2019","SCHOOL","6860111","Coastal Plains RESA","686","Lanier County","Lanier County Elementary School","0111","1","0","26","7","5","60",42.4,14,2
