"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP"
"2025","SCHOOL","6050301","Oconee RESA","605","Baldwin County","Midway Hills Primary","0301",".2",".4","62.3","2.7","6.8","27.5",82,14.3,0.2
"2018","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary School","0302","2","0","58","3","4","33",53.4,14,1
"2019","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary School","0302","3","0","57","4","5","30",56,14,3
"2020","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","2","0","55","4","7","32",47.5,12.3,4
"2021","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","2","0","55","5","6","32",53.6,11.3,3
"2022","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","2.3","0","57.2","6.5","7.2","26.8",46.3,10.8,4.5
"2023","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","2.5",".2","56.5","7.3","6.5","27.1",52.3,15,4.2
"2024","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","1.5",".2","54.6","9.8","7.3","26.7",76,16.4,7.1
"2025","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","2.1",".2","52.4","10.5","7.9","27.1",74,17.6,8.2
"2018","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","1","0","63","1","5","30",61.7,12,0
"2019","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","1","0","67","1","5","27",64.9,12,0
"2020","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","1","0","64","0","5","30",61.1,12.3,0
"2021","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","1","0","70","0","7","22",77.9,16.1,0
"2022","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303",".6","0","62.8","1.3","6.8","28.5",62.1,13.4,0
"2023","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303",".4","0","63.2","1.5","4.6","30.2",66,15.8,0
"2024","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303",".7","0","60.2","3","7.3","28.9",84.3,15.9,0.2
"2025","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303",".5",".5","62","3.1","8.1","25.8",78.6,17.5,0
"2018","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","1","0","2","9","3","86",27,15,4
"2019","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","1.0","0.0","2.0","9.0","3.0","86.0",27,15,4
"2020","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","1.0","0.0","2.0","9.0","3.0","85.0",24.3,14.8,5
"2021","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","1","0","2","10","4","84",27.1,15,6
"2022","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606",".8","0","1.7","10.9","4.2","82.3",21.3,15.2,6.1
"2023","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","1.2","0","2","11.9","4.3","80.6",22.2,16.4,6.8
"2024","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","1.4",".1","1.9","13.7","4.4","78.5",55.7,17.1,7.7
"2025","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","1.1",".1","2","14.7","4.4","77.8",46.8,17.2,7.6
"2018","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","1","0","2","9","2","86",28.3,15,3
"2019","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","1","0","1","10","3","86",25.9,15,5
"2020","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","1","0","1","11","4","84",22.5,14.7,7
"2021","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","1","0","1","11","5","82",26,17,8
"2022","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","1.1","0","2","11.9","5.1","79.8",22.6,17.6,9.1
"2023","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105",".9","0","3.2","11.3","3.2","81.5",23.6,16.9,7.6
"2024","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105",".6","0","2.3","12.5","4.1","80.6",55.5,15.6,8.7
"2025","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","1.3","0","1.6","13.3","3.6","80.2",45.3,16.1,8.4
"2018","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","0","0","1","10","5","84",34.2,17,8
"2019","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","1","0","2","10","5","82",30.9,19,8
"2020","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","0","0","2","8","5","84",28.4,17.1,6
"2021","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","1","0","2","8","4","85",29.6,16.5,6
"2022","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107",".8","0","1.1","9","2.8","86.3",20.8,15.1,6.2
"2023","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","1.6","0","1","10.5","4.2","82.6",23,17.8,8.3
"2024","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","2.2","0","1.4","14.1","4.8","77.5",58,19.2,9.1
"2025","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","1.6","0","1.7","15.7","6.4","74.5",49.8,20.1,9.8
"2018","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","1","0","2","9","1","87",20.9,14,1
"2019","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","1","0","2","9","2","87",20.9,14,2
"2020","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","1","0","2","9","2","86",18.6,14.6,2
"2021","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","1","0","2","9","2","85",20.4,13.6,3
"2022","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199",".9","0","2.1","11","2.7","83.3",16.4,14.4,4
"2023","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","1.1",".1","2.2","11.6","3.8","81.2",16.2,15.9,4.3
"2024","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","1.1",".1","2.1","14.5","4","78.2",49.5,17.2,5.9
"2025","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","1.2",".1","2.1","15.8","3.8","77.1",41.4,16.2,7.5
"2018","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","0","0","2","6","3","88",31.3,13,5
"2019","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","0","0","2","7","3","88",33,12,4
"2020","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","1","0","2","10","3","84",30.3,13.1,4
"2021","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","1","0","2","12","4","81",35.3,13.3,6
"2022","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205",".6","0","1.5","11.5","6.6","79.8",27.2,13.8,5.9
"2023","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","1.2","0","1.5","14.1","6","77.2",27.8,15.3,7.5
"2024","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","1.8",".1","1.9","13.5","5","77.8",61.6,16.4,7.4
"2025","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205",".4",".3","2.3","13.7","3.9","79.4",52,16.4,5
"2018","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","5","0","13","19","5","57",23.3,14,13
"2019","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","5.0","0.0","13.0","19.0","5.0","57.0",23.3,14,13
"2020","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","5.0","0.0","14.0","20.0","5.0","56.0",20.7,14.7,13
"2021","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","5","0","14","21","6","54",24.7,15.2,12
"2022","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","4.4",".1","14.5","23.9","5.9","51.2",20,16,14.4
"2023","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","4.4",".1","15.1","25.9","6.2","48.2",22.8,16.5,15.7
"2024","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","4.3",".1","15.8","27.8","6.3","45.6",55.4,16.9,17
"2025","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","4.5",".1","16.3","28.9","6.2","43.9",45.9,17,17.8
"2018","SCHOOL","6070101","Northeast Georgia RESA","607","Barrow County","Apalachee High School","0101","4","0","14","20","4","57",18.2,13,6
"2019","SCHOOL","6070101","Northeast Georgia RESA","607","Barrow County","Apalachee High School","0101","4","0","15","21","5","56",17.2,13,6
"2020","SCHOOL","6070101","Northeast Georgia RESA","607","Barrow County","Apalachee High School","0101","4","0","15","20","5","55",15.5,13.6,6
"2021","SCHOOL","6070101","Northeast Georgia RESA","607","Barrow County","Apalachee High School","0101","4","0","16","21","5","54",19.7,14.7,6
"2022","SCHOOL","6070101","Northeast Georgia RESA","607","Barrow County","Apalachee High School","0101","3.8",".2","16.5","24.7","5","49.7",16.2,16.3,8.7
"2023","SCHOOL","6070101","Northeast Georgia RESA","607","Barrow County","Apalachee High School","0101","3.8",".1","18.9","27.1","5.4","44.8",20.1,16.6,10.6
"2024","SCHOOL","6070101","Northeast Georgia RESA","607","Barrow County","Apalachee High School","0101","3.4",".1","19.5","30.8","5.4","40.8",53.5,16.5,13.2
"2025","SCHOOL","6070101","Northeast Georgia RESA","607","Barrow County","Apalachee High School","0101","3.6","0","20.5","32","5","38.8",44.7,16,14.7
"2018","SCHOOL","6070105","Northeast Georgia RESA","607","Barrow County","County Line Elementary School","0105","6","0","7","20","5","62",32.9,15,19
"2019","SCHOOL","6070105","Northeast Georgia RESA","607","Barrow County","County Line Elementary School","0105","7","0","7","19","6","61",29.9,16,19
"2020","SCHOOL","6070105","Northeast Georgia RESA","607","Barrow County","County Line Elementary School","0105","6","0","5","17","9","63",25,18.4,16
"2021","SCHOOL","6070105","Northeast Georgia RESA","607","Barrow County","County Line Elementary School","0105","6","0","6","19","8","62",28,20.4,17
"2022","SCHOOL","6070105","Northeast Georgia RESA","607","Barrow County","County Line Elementary School","0105","4.7",".2","7","23.2","6.7","58.2",19.7,20.6,17.4
"2023","SCHOOL","6070105","Northeast Georgia RESA","607","Barrow County","County Line Elementary School","0105","4.7",".3","7.4","25.5","6.7","55.3",23.1,18.9,17.9
"2024","SCHOOL","6070105","Northeast Georgia RESA","607","Barrow County","County Line Elementary School","0105","3.4",".2","8.1","28.3","6.9","53.1",60.6,20.8,19.3
"2025","SCHOOL","6070105","Northeast Georgia RESA","607","Barrow County","County Line Elementary School","0105","4.6",".2","8","28.2","6.1","52.9",49.4,20.4,17
"2018","SCHOOL","6070106","Northeast Georgia RESA","607","Barrow County","Haymon-Morris Middle School","0106","3","0","12","19","5","61",18,12,14
"2019","SCHOOL","6070106","Northeast Georgia RESA","607","Barrow County","Haymon-Morris Middle School","0106","4","0","12","21","5","57",17.9,14,15
"2020","SCHOOL","6070106","Northeast Georgia RESA","607","Barrow County","Haymon-Morris Middle School","0106","4","0","16","23","5","52",16,14.4,15
"2021","SCHOOL","6070106","Northeast Georgia RESA","607","Barrow County","Haymon-Morris Middle School","0106","4","0","18","23","4","51",22.3,15.6,15
"2022","SCHOOL","6070106","Northeast Georgia RESA","607","Barrow County","Haymon-Morris Middle School","0106","2.7",".1","20.2","24.7","5.1","47.2",20.3,15.2,18.9
"2023","SCHOOL","6070106","Northeast Georgia RESA","607","Barrow County","Haymon-Morris Middle School","0106","3","0","18.1","27.9","5.1","45.9",22.2,14.7,20.5
"2024","SCHOOL","6070106","Northeast Georgia RESA","607","Barrow County","Haymon-Morris Middle School","0106","3.2",".1","19.1","26.3","5.5","45.8",54.5,16,19.2
"2025","SCHOOL","6070106","Northeast Georgia RESA","607","Barrow County","Haymon-Morris Middle School","0106","3",".2","20.9","28","5.5","42.5",43,14.4,21.1
"2018","SCHOOL","6070114","Northeast Georgia RESA","607","Barrow County","Bear Creek Middle School","0114","4","1","14","18","3","60",24.6,13,13
"2019","SCHOOL","6070114","Northeast Georgia RESA","607","Barrow County","Bear Creek Middle School","0114","4","0","14","20","4","59",23.6,16,14
"2020","SCHOOL","6070114","Northeast Georgia RESA","607","Barrow County","Bear Creek Middle School","0114","5","1","16","19","4","56",23.6,17.9,12
"2021","SCHOOL","6070114","Northeast Georgia RESA","607","Barrow County","Bear Creek Middle School","0114","5","0","15","21","4","55",29.4,19.5,14
"2022","SCHOOL","6070114","Northeast Georgia RESA","607","Barrow County","Bear Creek Middle School","0114","5",".1","14.3","24.3","4.7","51.5",22.7,21.1,20.5
"2023","SCHOOL","6070114","Northeast Georgia RESA","607","Barrow County","Bear Creek Middle School","0114","3.6",".3","14","26.4","6.9","48.8",23.3,17.8,19.4
"2024","SCHOOL","6070114","Northeast Georgia RESA","607","Barrow County","Bear Creek Middle School","0114","3.2",".1","15.4","26.4","6.2","48.8",57.3,17.4,19.5
"2025","SCHOOL","6070114","Northeast Georgia RESA","607","Barrow County","Bear Creek Middle School","0114","3.2",".1","15","29","6.5","46.2",47.5,16.7,21.6
"2018","SCHOOL","6070189","Northeast Georgia RESA","607","Barrow County","Kennedy Elementary School","0189","4","0","17","22","7","50",35,19,19
"2019","SCHOOL","6070189","Northeast Georgia RESA","607","Barrow County","Kennedy Elementary School","0189","4","0","19","23","7","46",28.8,18,19
"2020","SCHOOL","6070189","Northeast Georgia RESA","607","Barrow County","Kennedy Elementary School","0189","4","0","19","25","7","45",28.8,15.8,20
"2021","SCHOOL","6070189","Northeast Georgia RESA","607","Barrow County","Kennedy Elementary School","0189","4","0","21","29","7","40",33.2,15.1,21
"2022","SCHOOL","6070189","Northeast Georgia RESA","607","Barrow County","Kennedy Elementary School","0189","4.3","0","18","29.4","7.1","41.2",24.5,14.3,20.7
"2023","SCHOOL","6070189","Northeast Georgia RESA","607","Barrow County","Kennedy Elementary School","0189","4.4","0","20.5","30.5","6.9","37.7",29.3,16.3,23.1
"2024","SCHOOL","6070189","Northeast Georgia RESA","607","Barrow County","Kennedy Elementary School","0189","4.5","0","16.5","34.1","7.4","37.4",63.9,18.9,24.5
"2025","SCHOOL","6070189","Northeast Georgia RESA","607","Barrow County","Kennedy Elementary School","0189","4","0","18","33.3","8","36.7",55.2,18,22.1
"2018","SCHOOL","6070193","Northeast Georgia RESA","607","Barrow County","Bramlett Elementary School","0193","8","0","7","16","5","64",19.1,15,17
"2019","SCHOOL","6070193","Northeast Georgia RESA","607","Barrow County","Bramlett Elementary School","0193","8","0","6","15","5","67",17.5,13,17
"2020","SCHOOL","6070193","Northeast Georgia RESA","607","Barrow County","Bramlett Elementary School","0193","6","0","6","16","6","67",16,12.9,16
"2021","SCHOOL","6070193","Northeast Georgia RESA","607","Barrow County","Bramlett Elementary School","0193","7","0","5","19","6","63",16.5,16.1,17
"2022","SCHOOL","6070193","Northeast Georgia RESA","607","Barrow County","Bramlett Elementary School","0193","6.5","0","7.2","21","6.2","59.1",15,18.9,17.1
"2023","SCHOOL","6070193","Northeast Georgia RESA","607","Barrow County","Bramlett Elementary School","0193","7.1","0","6.8","21.8","5.2","59.1",17.4,21,17.8
"2024","SCHOOL","6070193","Northeast Georgia RESA","607","Barrow County","Bramlett Elementary School","0193","6.4","0","7.8","24.9","5.9","55",50.9,20.1,17.9
"2025","SCHOOL","6070193","Northeast Georgia RESA","607","Barrow County","Bramlett Elementary School","0193","5.3","0","8.1","29.2","5.3","52.2",40.6,21.3,18.8
"2018","SCHOOL","6070198","Northeast Georgia RESA","607","Barrow County","Westside Middle School","0198","3","0","13","17","8","58",30.1,15,14
"2019","SCHOOL","6070198","Northeast Georgia RESA","607","Barrow County","Westside Middle School","0198","4","0","14","19","7","56",29.1,16,13
"2020","SCHOOL","6070198","Northeast Georgia RESA","607","Barrow County","Westside Middle School","0198","4","0","14","20","6","56",27.2,15.9,12
"2021","SCHOOL","6070198","Northeast Georgia RESA","607","Barrow County","Westside Middle School","0198","4","0","15","24","7","49",33.2,16.8,14
"2022","SCHOOL","6070198","Northeast Georgia RESA","607","Barrow County","Westside Middle School","0198","4.3","0","17.6","27.8","7.5","42.9",24.9,16.3,18
